SOURCE_VALUE,SOURCE_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_NAME,MAPPED_STANDARD_VOCABULARY_ID,MAPPED_STANDARD_CONCEPT_CODE,MAPPED_STANDARD_CONCEPT_FLAG,TOTAL_ROWS
1795480,36249711,36249711,250 ML glucose 100 MG/ML Injection,RxNorm,1795480,S,1782528
847630,19135374,19135374,calcium chloride 0.2 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML / sodium lactate 3.1 MG/ML Injectable Solution,RxNorm,847630,S,1462158
313782,1127433,1127433,acetaminophen 325 MG Oral Tablet,RxNorm,313782,S,1290818
1735003,35603428,35603428,2 ML fentanyl 0.05 MG/ML Injection,RxNorm,1735003,S,1173448
1807639,40220357,40220357,1000 ML sodium chloride 9 MG/ML Injection,RxNorm,1807639,S,1143030
1049621,40232756,40232756,oxycodone hydrochloride 5 MG Oral Tablet,RxNorm,1049621,S,1038221
283504,19070869,19070869,ondansetron 2 MG/ML Injectable Solution,RxNorm,283504,S,963222
1653204,46234049,46234049,"3 ML insulin aspart, human 100 UNT/ML Pen Injector [NovoLog]",RxNorm,1653204,S,955654
310519,19077653,19077653,glucose 4000 MG Chewable Tablet,RxNorm,310519,S,786214
1740467,35605482,35605482,2 ML ondansetron 2 MG/ML Injection,RxNorm,1740467,S,651187
1362049,43011884,43011884,"heparin sodium, porcine 10 UNT/ML Prefilled Syringe",RxNorm,1362049,S,506271
314200,19080217,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,RxNorm,314200,S,492852
9863,967823,967823,sodium chloride,RxNorm,9863,S,476303
847232,1502910,1502910,3 ML insulin glargine 100 UNT/ML Pen Injector [Lantus],RxNorm,847232,S,470042
1658259,46275280,46275280,50 ML magnesium sulfate 40 MG/ML Injection,RxNorm,1658259,S,430542
313572,1707772,1707772,vancomycin 50 MG/ML Injectable Solution,RxNorm,313572,S,423893
2056527,778983,46275999,influenza B virus antigen,RxNorm,1657134,S,394326
727517,1560751,1560751,50 ML glucose 500 MG/ML Prefilled Syringe,RxNorm,727517,S,375181
311700,19078924,19078924,midazolam 1 MG/ML Injectable Solution,RxNorm,311700,S,374064
1247756,42708658,42708658,docusate sodium 100 MG Oral Capsule [Colace],RxNorm,1247756,S,366073
310431,19077548,19077548,gabapentin 300 MG Oral Capsule,RxNorm,310431,S,363415
312935,938330,938330,"sennosides, USP 8.6 MG Oral Tablet",RxNorm,312935,S,360843
1375985,43526056,43526056,cholecalciferol 0.01 MG / glucose 4000 MG Chewable Tablet,RxNorm,1375985,S,344777
876195,40167261,40167261,polyethylene glycol 3350 17000 MG Powder for Oral Solution [Miralax],RxNorm,876195,S,343362
866924,40167213,40167213,metoprolol tartrate 25 MG Oral Tablet,RxNorm,866924,S,335928
835603,19134047,19134047,tramadol hydrochloride 50 MG Oral Tablet,RxNorm,835603,S,333833
1049221,40231925,40231925,acetaminophen 325 MG / oxycodone hydrochloride 5 MG Oral Tablet,RxNorm,1049221,S,331202
856377,40163473,40163473,trazodone hydrochloride 50 MG Oral Tablet,RxNorm,856377,S,326005
998212,40223140,40223140,1 ML morphine sulfate 2 MG/ML Prefilled Syringe,RxNorm,998212,S,323804
318272,1113346,1113346,aspirin 81 MG Chewable Tablet,RxNorm,318272,S,320379
1807633,40221386,40221386,250 ML sodium chloride 9 MG/ML Injection,RxNorm,1807633,S,317639
1665050,46287338,46287338,cefazolin 1000 MG Injection,RxNorm,1665050,S,315365
197806,19019073,19019073,ibuprofen 600 MG Oral Tablet,RxNorm,197806,S,307610
1719291,35603227,35603227,4 ML furosemide 10 MG/ML Injection,RxNorm,1719291,S,304929
1872269,1592528,1592528,1 ML hydromorphone hydrochloride 2 MG/ML Prefilled Syringe [Dilaudid],RxNorm,1872269,S,298148
1049909,40232444,40232444,diphenhydramine hydrochloride 25 MG Oral Capsule,RxNorm,1049909,S,297825
1860239,1718735,1718735,100 ML potassium chloride 0.2 MEQ/ML Injection,RxNorm,1860239,S,293411
1665188,46287372,46287372,1 ML lorazepam 2 MG/ML Injection,RxNorm,1665188,S,290097
1724644,35603805,35603805,1 ML hydromorphone hydrochloride 2 MG/ML Cartridge,RxNorm,1724644,S,267425
197361,1332419,1332419,amlodipine 5 MG Oral Tablet,RxNorm,197361,S,260907
876690,40168116,40168116,ondansetron 4 MG Disintegrating Oral Tablet [Zofran],RxNorm,876690,S,260307
314216,967434,967434,simethicone 80 MG Chewable Tablet,RxNorm,314216,S,257951
1795514,36249718,36249718,50 ML glucose 500 MG/ML Injection,RxNorm,1795514,S,253583
1659929,46275794,46275794,1 ML naloxone hydrochloride 0.4 MG/ML Injection,RxNorm,1659929,S,250614
307746,19072321,19072321,aluminum hydroxide 40 MG/ML / magnesium hydroxide 40 MG/ML / simethicone 4 MG/ML Oral Suspension,RxNorm,307746,S,249487
966571,40174776,40174776,1 ML hydralazine hydrochloride 20 MG/ML Injection,RxNorm,966571,S,245876
836286,1154660,1154660,200 ACTUAT albuterol 0.09 MG/ACTUAT / ipratropium bromide 0.018 MG/ACTUAT Inhalation Spray,RxNorm,836286,S,244261
209597,19041823,19041823,bisacodyl 10 MG Rectal Suppository [Bisac-Evac],RxNorm,209597,S,234918
6387,989878,989878,lidocaine,RxNorm,6387,S,223881
197943,704944,704944,methocarbamol 500 MG Oral Tablet,RxNorm,197943,S,218696
198116,19049106,19049106,potassium chloride 20 MEQ Extended Release Oral Tablet,RxNorm,198116,S,217402
1361226,43011826,43011826,"heparin sodium, porcine 1000 UNT/ML Injectable Solution",RxNorm,1361226,S,212541
854236,40160974,40160974,0.4 ML enoxaparin sodium 100 MG/ML Prefilled Syringe [Lovenox],RxNorm,854236,S,211912
1867544,1593611,1593611,potassium chloride 20 MEQ Powder for Oral Solution,RxNorm,1867544,S,209102
1795250,36249687,36249687,1000 ML glucose 50 MG/ML / sodium chloride 4.5 MG/ML Injection,RxNorm,1795250,S,205194
1797933,36250167,36250167,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Flonase],RxNorm,1797933,S,198010
866508,40167196,40167196,5 ML metoprolol tartrate 1 MG/ML Injection,RxNorm,866508,S,196761
849580,19135631,19135631,sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet [Bactrim],RxNorm,849580,S,194614
998213,40223141,40223141,1 ML morphine sulfate 4 MG/ML Prefilled Syringe,RxNorm,998213,S,192718
197901,19019113,19019113,lorazepam 1 MG Oral Tablet,RxNorm,197901,S,191467
857005,40162522,40162522,acetaminophen 325 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,RxNorm,857005,S,189004
310410,19077513,19077513,folic acid 1 MG Oral Tablet,RxNorm,310410,S,188539
6960,708298,708298,midazolam,RxNorm,6960,S,187630
1812194,1719046,1719046,1 ML dexamethasone phosphate 4 MG/ML Injection,RxNorm,1812194,S,184831
1807634,40221387,40221387,500 ML sodium chloride 9 MG/ML Injection,RxNorm,1807634,S,182935
198741,993653,993653,magnesium oxide 400 MG Oral Tablet,RxNorm,198741,S,179930
854235,40160973,40160973,0.4 ML enoxaparin sodium 100 MG/ML Prefilled Syringe,RxNorm,854235,S,179546
857007,40162524,40162524,acetaminophen 325 MG / hydrocodone bitartrate 7.5 MG Oral Tablet [Norco],RxNorm,857007,S,176939
312615,1551170,1551170,prednisone 20 MG Oral Tablet,RxNorm,312615,S,176495
857004,40162517,40162517,acetaminophen 325 MG / hydrocodone bitartrate 5 MG Oral Tablet [Norco],RxNorm,857004,S,172554
1010654,40227198,40227198,methocarbamol 750 MG Oral Tablet [Robaxin],RxNorm,1010654,S,172355
857002,40162515,40162515,acetaminophen 325 MG / hydrocodone bitartrate 5 MG Oral Tablet,RxNorm,857002,S,171785
829734,19093949,19093949,50 ML magnesium sulfate 80 MG/ML Injection,RxNorm,829734,S,171423
308135,19073093,19073093,amlodipine 10 MG Oral Tablet,RxNorm,308135,S,170845
310430,19077547,19077547,gabapentin 100 MG Oral Capsule,RxNorm,310430,S,167595
829757,19093967,19093967,100 ML magnesium sulfate 10 MG/ML Injection,RxNorm,829757,S,167448
1737566,35604321,35604321,5 ML lidocaine hydrochloride 10 MG/ML Injection,RxNorm,1737566,S,167371
763028,19129446,19129446,1 ML lorazepam 2 MG/ML Cartridge,RxNorm,763028,S,166428
310324,19077343,19077343,ferrous sulfate 325 MG Delayed Release Oral Tablet,RxNorm,310324,S,166240
8591,19049105,19049105,potassium chloride,RxNorm,8591,S,165588
1049683,40232707,40232707,oxycodone hydrochloride 10 MG Oral Tablet,RxNorm,1049683,S,164381
857001,40162512,40162512,acetaminophen 325 MG / hydrocodone bitartrate 10 MG Oral Tablet [Norco],RxNorm,857001,S,164156
1011705,40226999,40226999,lidocaine 0.05 MG/MG Medicated Patch [Lidoderm],RxNorm,1011705,S,163798
630208,19123989,19123989,albuterol 0.83 MG/ML Inhalation Solution,RxNorm,630208,S,162933
312617,1551192,1551192,prednisone 5 MG Oral Tablet,RxNorm,312617,S,161728
1872752,1592668,1592668,0.5 ML hydromorphone hydrochloride 1 MG/ML Prefilled Syringe [Dilaudid],RxNorm,1872752,S,159539
1795477,36249709,36249709,500 ML glucose 100 MG/ML Injection,RxNorm,1795477,S,157143
243670,19059056,19059056,aspirin 81 MG Oral Tablet,RxNorm,243670,S,155003
606730,19123105,19123105,esomeprazole 40 MG Delayed Release Oral Capsule,RxNorm,606730,S,152930
308753,19074247,19074247,bisacodyl 5 MG Delayed Release Oral Tablet,RxNorm,308753,S,150449
313920,19079960,19079960,cefazolin 200 MG/ML Injectable Solution,RxNorm,313920,S,148839
1807552,40221369,40221369,1000 ML sodium chloride 4.5 MG/ML Injection,RxNorm,1807552,S,148525
198440,19020053,19020053,acetaminophen 500 MG Oral Tablet,RxNorm,198440,S,147643
1049633,40232454,40232454,diphenhydramine hydrochloride 50 MG/ML Injectable Solution,RxNorm,1049633,S,147557
1659149,46275444,46275444,piperacillin 4000 MG / tazobactam 500 MG Injection,RxNorm,1659149,S,146977
197807,19019074,19019074,ibuprofen 800 MG Oral Tablet,RxNorm,197807,S,145690
1807627,40221381,40221381,150 ML sodium chloride 9 MG/ML Injection,RxNorm,1807627,S,145411
313988,957136,957136,furosemide 40 MG Oral Tablet,RxNorm,313988,S,143553
1234256,42707472,42707472,4 ML labetalol hydrochloride 5 MG/ML Cartridge,RxNorm,1234256,S,142229
836358,1113076,1113076,ipratropium bromide 0.2 MG/ML Inhalation Solution,RxNorm,836358,S,141674
310798,19078106,19078106,hydrochlorothiazide 25 MG Oral Tablet,RxNorm,310798,S,140472
200329,19023551,19023551,omeprazole 40 MG Delayed Release Oral Capsule,RxNorm,200329,S,140366
4337,1154029,1154029,fentanyl,RxNorm,4337,S,139965
314077,19080129,19080129,lisinopril 20 MG Oral Tablet,RxNorm,314077,S,138587
1723740,35606217,35606217,1 ML diphenhydramine hydrochloride 50 MG/ML Injection,RxNorm,1723740,S,132006
5224,1367571,1367571,heparin,RxNorm,5224,S,131418
824194,19133023,19133023,amoxicillin 875 MG / clavulanate 125 MG Oral Tablet [Augmentin],RxNorm,824194,S,131032
314076,19080128,19080128,lisinopril 10 MG Oral Tablet,RxNorm,314076,S,128504
56466,977968,977968,sodium citrate,RxNorm,56466,S,127300
992460,40180076,40180076,1 ML promethazine hydrochloride 25 MG/ML Injection,RxNorm,992460,S,127289
310273,19077241,19077241,famotidine 20 MG Oral Tablet,RxNorm,310273,S,125954
861007,40164929,40164929,metformin hydrochloride 500 MG Oral Tablet,RxNorm,861007,S,125781
863671,40166541,40166541,tamsulosin hydrochloride 0.4 MG Oral Capsule [Flomax],RxNorm,863671,S,124956
283669,948080,948080,pantoprazole 40 MG Injection,RxNorm,283669,S,124739
212549,1332421,1332421,amlodipine 5 MG Oral Tablet [Norvasc],RxNorm,212549,S,124671
884254,40168821,40168821,piperacillin 200 MG/ML / tazobactam 25 MG/ML Injectable Solution [Zosyn],RxNorm,884254,S,124551
1049640,40231927,40231927,acetaminophen 325 MG / oxycodone hydrochloride 5 MG Oral Tablet [Percocet],RxNorm,1049640,S,122592
857391,40162514,40162514,acetaminophen 325 MG / hydrocodone bitartrate 2.5 MG Oral Tablet,RxNorm,857391,S,122438
1732006,35605844,35605844,1 ML morphine sulfate 4 MG/ML Injection,RxNorm,1732006,S,122408
1364447,43013031,43013031,apixaban 5 MG Oral Tablet [Eliquis],RxNorm,1364447,S,122155
1737567,35604322,35604322,5 ML lidocaine hydrochloride 10 MG/ML Injection [Xylocaine],RxNorm,1737567,S,121708
1665091,46287352,46287352,cefepime 2000 MG Injection [Maxipime],RxNorm,1665091,S,120383
253017,19065567,19065567,magnesium hydroxide 80 MG/ML Oral Suspension,RxNorm,253017,S,118995
828348,778765,778765,cyclobenzaprine hydrochloride 10 MG Oral Tablet,RxNorm,828348,S,118481
834023,19133854,19133854,{21 (methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],RxNorm,834023,S,118372
2468235,37003436,37003436,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension",RxNorm,2468235,S,117942
198377,950641,950641,tacrolimus 1 MG Oral Capsule,RxNorm,198377,S,117200
1807513,40221355,40221355,vancomycin 1000 MG Injection,RxNorm,1807513,S,116823
1483571,44784779,44784779,docusate sodium 100 MG Oral Capsule [DOK],RxNorm,1483571,S,116200
198145,1551101,1551101,prednisone 10 MG Oral Tablet,RxNorm,198145,S,115996
197944,704945,704945,methocarbamol 750 MG Oral Tablet,RxNorm,197944,S,115304
259255,1545959,1545959,atorvastatin 80 MG Oral Tablet,RxNorm,259255,S,114825
1361615,43011850,43011850,"heparin sodium, porcine 5000 UNT/ML Injectable Solution",RxNorm,1361615,S,114738
104895,19005966,19005966,ondansetron 4 MG Oral Tablet [Zofran],RxNorm,104895,S,113936
617311,1545996,1545996,atorvastatin 40 MG Oral Tablet,RxNorm,617311,S,113402
966916,40175297,40175297,polyethylene glycol 3350 227100 MG / potassium chloride 2820 MG / sodium bicarbonate 6360 MG / sodium chloride 5530 MG / sodium sulfate 21500 MG Powder for Oral Solution [Golytely],RxNorm,966916,S,111307
995864,40223039,40223039,{30 (calcium ascorbate 25 MG / calcium carbonate 400 MG / cholecalciferol 200 UNT / folic acid 2 MG / pyridoxine hydrochloride 25 MG Oral Tablet [Encora AM Tablet]) / 30 (calcium ascorbate 25 MG / calcium carbonate 600 MG / cholecalciferol 600 UNT / fo...,RxNorm,995864,S,111126
856999,40162511,40162511,acetaminophen 325 MG / hydrocodone bitartrate 10 MG Oral Tablet,RxNorm,856999,S,111093
856373,40163460,40163460,trazodone hydrochloride 100 MG Oral Tablet,RxNorm,856373,S,111050
7824,1326115,1326115,oxytocin,RxNorm,7824,S,110946
2418,19095164,19095164,cholecalciferol,RxNorm,2418,S,109802
198191,961050,961050,ranitidine 150 MG Oral Tablet,RxNorm,198191,S,108998
1665021,46287328,46287328,ceftriaxone 1000 MG Injection,RxNorm,1665021,S,108545
797730,19130340,19130340,povidone-iodine 100 MG/ML Medicated Pad,RxNorm,797730,S,107347
391937,987250,987250,lactulose 667 MG/ML Oral Solution,RxNorm,391937,S,105669
995258,40222663,40222663,hydroxyzine hydrochloride 25 MG Oral Tablet,RxNorm,995258,S,105613
308460,19073777,19073777,azithromycin 250 MG Oral Tablet,RxNorm,308460,S,105140
311036,19078557,19078557,"insulin, regular, human 100 UNT/ML Injectable Solution [Humulin R]",RxNorm,311036,S,104379
1665046,46287335,46287335,ceftriaxone 2000 MG Injection,RxNorm,1665046,S,103402
213169,1322185,1322185,clopidogrel 75 MG Oral Tablet [Plavix],RxNorm,213169,S,102951
1719290,35603226,35603226,2 ML furosemide 10 MG/ML Injection,RxNorm,1719290,S,102644
204508,19027624,19027624,flumazenil 0.1 MG/ML Injectable Solution,RxNorm,204508,S,101890
313323,19137328,19137328,thiamine 100 MG Oral Tablet,RxNorm,313323,S,101195
861417,40164102,40164102,azithromycin 1000 MG Powder for Oral Suspension [Zithromax],RxNorm,861417,S,101170
310965,19078461,19078461,ibuprofen 200 MG Oral Tablet,RxNorm,310965,S,99807
979480,40185276,40185276,losartan potassium 100 MG Oral Tablet,RxNorm,979480,S,97824
883795,40168197,40168197,alpha tocopherol 30 UNT / ascorbic acid 30 MG / docosahexaenoic acid 250 MG / eicosapentaenoic acid 0.625 MG / ferrous fumarate 83 MG / folic acid 1 MG / pyridoxine 25 MG / tricalcium phosphate 100 MG Oral Capsule [Natelle],RxNorm,883795,S,97764
1020477,40227543,40227543,diphenhydramine hydrochloride 50 MG Oral Capsule,RxNorm,1020477,S,96758
863669,40166540,40166540,tamsulosin hydrochloride 0.4 MG Oral Capsule,RxNorm,863669,S,95234
539712,920340,920340,"nitrofurantoin, macrocrystals 25 MG / nitrofurantoin, monohydrate 75 MG Oral Capsule [Macrobid]",RxNorm,539712,S,94468
884173,40168654,40168654,clonidine hydrochloride 0.1 MG Oral Tablet,RxNorm,884173,S,94049
313096,19079658,19079658,spironolactone 25 MG Oral Tablet,RxNorm,313096,S,93904
2200656,37496844,37496844,semaglutide 7 MG Oral Tablet,RxNorm,2200656,S,92815
198052,19019419,19019419,ondansetron 4 MG Oral Tablet,RxNorm,198052,S,92770
1741899,35605939,35605939,"250 ML albumin human, USP 50 MG/ML Injection [Alburx]",RxNorm,1741899,S,91854
617310,19123592,19123592,atorvastatin 20 MG Oral Tablet,RxNorm,617310,S,91116
992447,40180065,40180065,promethazine hydrochloride 25 MG Oral Tablet,RxNorm,992447,S,90882
979492,40185304,40185304,losartan potassium 50 MG Oral Tablet,RxNorm,979492,S,90024
207108,19034538,19034538,fluconazole 150 MG Oral Tablet [Diflucan],RxNorm,207108,S,89330
1649988,46234523,46234523,doxycycline hyclate 100 MG Oral Capsule,RxNorm,1649988,S,88135
861115,40165411,40165411,vitamin B12 0.5 MG/ACTUAT Nasal Spray [Nascobal],RxNorm,861115,S,87696
197527,798875,798875,clonazepam 0.5 MG Oral Tablet,RxNorm,197527,S,87269
199058,19021102,19021102,mycophenolate mofetil 250 MG Oral Capsule,RxNorm,199058,S,87108
1115005,40240688,40240688,docusate sodium 100 MG Oral Capsule,RxNorm,1115005,S,86943
314099,19080181,19080181,methylprednisolone 62.5 MG/ML Injectable Solution,RxNorm,314099,S,86481
83367,1545958,1545958,atorvastatin,RxNorm,83367,S,86478
212033,19046742,19046742,aspirin 325 MG Oral Tablet,RxNorm,212033,S,85419
1367410,43012671,43012671,ergocalciferol 1.25 MG Oral Capsule,RxNorm,1367410,S,85363
284400,19071430,19071430,pantoprazole 40 MG Delayed Release Oral Tablet [Protonix],RxNorm,284400,S,84592
2123072,1511246,1511246,NDA021457 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler,RxNorm,2123072,S,84042
309362,19075601,19075601,clopidogrel 75 MG Oral Tablet,RxNorm,309362,S,83473
866514,40167218,40167218,metoprolol tartrate 50 MG Oral Tablet,RxNorm,866514,S,83377
105398,19006967,19006967,hydrocortisone 100 MG Injection [Solu-Cortef],RxNorm,105398,S,83114
1668250,35603397,35603397,10 ML calcium gluconate 100 MG/ML Injection,RxNorm,1668250,S,82669
199163,1301154,1301154,melatonin 3 MG Oral Tablet,RxNorm,199163,S,82201
3264,1518254,1518254,dexamethasone,RxNorm,3264,S,81695
200809,19023799,19023799,furosemide 40 MG Oral Tablet [Lasix],RxNorm,200809,S,80604
311659,1506430,1506430,methylprednisolone 40 MG Injection,RxNorm,311659,S,79960
212339,1786682,1786682,cephalexin 500 MG Oral Capsule [Keflex],RxNorm,212339,S,79897
309309,19075380,19075380,ciprofloxacin 500 MG Oral Tablet,RxNorm,309309,S,79410
1807632,40221385,40221385,100 ML sodium chloride 9 MG/ML Injection,RxNorm,1807632,S,79226
197900,19019112,19019112,lorazepam 0.5 MG Oral Tablet,RxNorm,197900,S,78169
205770,19030163,19030163,ciprofloxacin 500 MG Oral Tablet [Cipro],RxNorm,205770,S,77954
310429,19077546,19077546,furosemide 20 MG Oral Tablet,RxNorm,310429,S,77938
310325,19077344,19077344,ferrous sulfate 325 MG Oral Tablet,RxNorm,310325,S,77397
1300188,36029501,529411,"tetanus toxoid vaccine, inactivated",RxNorm,798306,S,77170
8410,1347450,1347450,alteplase,RxNorm,8410,S,76749
1815,732893,732893,bupivacaine,RxNorm,1815,S,76340
314192,752209,752209,2 ML prochlorperazine 5 MG/ML Injection,RxNorm,314192,S,76002
104894,19005965,19005965,ondansetron 4 MG Disintegrating Oral Tablet,RxNorm,104894,S,76000
833528,1309992,1309992,amiodarone hydrochloride 200 MG Oral Tablet,RxNorm,833528,S,75747
860096,40164851,40164851,ketorolac tromethamine 30 MG/ML Injectable Solution,RxNorm,860096,S,75239
1658647,46275355,46275355,"2 ML heparin sodium, porcine 1000 UNT/ML Injection",RxNorm,1658647,S,75082
10759,903963,903963,triamcinolone,RxNorm,10759,S,74629
905225,40174811,40174811,hydralazine hydrochloride 25 MG Oral Tablet,RxNorm,905225,S,74192
311354,1308251,1308251,lisinopril 5 MG Oral Tablet,RxNorm,311354,S,74156
108513,19010270,19010270,tacrolimus 1 MG Oral Capsule [Prograf],RxNorm,108513,S,73986
978006,40184727,40184727,loperamide hydrochloride 2 MG Oral Capsule,RxNorm,978006,S,72704
998282,40223673,40223673,chlorhexidine gluconate 20 MG/ML / isopropyl alcohol 0.7 ML/ML Topical Solution [ChloraPrep],RxNorm,998282,S,72658
207016,19034291,19034291,methocarbamol 500 MG Oral Tablet [Robaxin],RxNorm,207016,S,72000
1801294,36249642,36249642,Microencapsulated potassium chloride 20 MEQ Extended Release Oral Tablet,RxNorm,1801294,S,71838
310433,19077550,19077550,gabapentin 600 MG Oral Tablet,RxNorm,310433,S,71737
209459,19041503,19041503,acetaminophen 500 MG Oral Tablet [Tylenol],RxNorm,209459,S,71523
1665461,46287424,46287424,1 ML ketorolac tromethamine 30 MG/ML Injection,RxNorm,1665461,S,70835
200224,19023368,19023368,montelukast 10 MG Oral Tablet,RxNorm,200224,S,70745
197528,798876,798876,clonazepam 1 MG Oral Tablet,RxNorm,197528,S,70703
153892,1154192,1154192,montelukast 10 MG Oral Tablet [Singulair],RxNorm,153892,S,69992
606731,19123106,19123106,esomeprazole 40 MG Delayed Release Oral Capsule [Nexium],RxNorm,606731,S,68489
1791721,42628979,42628979,1 ML oxytocin 10 UNT/ML Injection,RxNorm,1791721,S,67767
979485,40185280,40185280,losartan potassium 25 MG Oral Tablet,RxNorm,979485,S,67564
310432,19077549,19077549,gabapentin 400 MG Oral Capsule,RxNorm,310432,S,66782
1872384,1592539,1592539,"15 ML sodium phosphate, dibasic 142 MG/ML / sodium phosphate, monobasic 276 MG/ML Injection",RxNorm,1872384,S,66459
834127,1790982,1790982,chlorhexidine gluconate 1.2 MG/ML Mouthwash,RxNorm,834127,S,66005
311681,1707346,1707346,metronidazole 500 MG Oral Tablet,RxNorm,311681,S,65853
152695,1150347,1150347,meloxicam 15 MG Oral Tablet,RxNorm,152695,S,65761
103570,19002487,19002487,mupirocin 0.02 MG/MG Topical Ointment [Bactroban],RxNorm,103570,S,65666
198039,19019336,19019336,nitroglycerin 0.4 MG Sublingual Tablet,RxNorm,198039,S,65117
198051,19019418,19019418,omeprazole 20 MG Delayed Release Oral Capsule,RxNorm,198051,S,65115
860092,40164847,40164847,1 ML ketorolac tromethamine 15 MG/ML Injection,RxNorm,860092,S,64487
1088531,40236529,40236529,polyethylene glycol 3350 17000 MG Powder for Oral Solution [HealthyLax],RxNorm,1088531,S,64100
1735013,35603433,35603433,50 ML fentanyl 0.05 MG/ML Injection,RxNorm,1735013,S,63982
197499,1395073,1395073,chlorthalidone 25 MG Oral Tablet,RxNorm,197499,S,63914
312674,753629,753629,propofol 10 MG/ML Injectable Suspension,RxNorm,312674,S,63896
198014,19019273,19019273,naproxen 500 MG Oral Tablet,RxNorm,198014,S,63785
901484,40171427,40171427,12 HR albuterol 8 MG Extended Release Oral Tablet [Vospire],RxNorm,901484,S,63643
311683,1707348,1707348,100 ML metronidazole 5 MG/ML Injection,RxNorm,311683,S,63417
745752,1154619,1154619,NDA021457 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [ProAir],RxNorm,745752,S,63053
1658634,46275352,46275352,"0.5 ML heparin sodium, porcine 10000 UNT/ML Injection",RxNorm,1658634,S,62743
1049611,40232717,40232717,oxycodone hydrochloride 15 MG Oral Tablet,RxNorm,1049611,S,62646
1014314,40228087,40228087,triamcinolone acetonide 1 MG/ML Topical Cream,RxNorm,1014314,S,62112
1737761,35604356,35604356,5 ML lidocaine hydrochloride 20 MG/ML Injection,RxNorm,1737761,S,61738
1797907,36250141,36250141,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,RxNorm,1797907,S,61722
861004,40164897,40164897,metformin hydrochloride 1000 MG Oral Tablet,RxNorm,861004,S,61576
349332,715940,715940,escitalopram 10 MG Oral Tablet,RxNorm,349332,S,61377
198211,1539407,1539407,simvastatin 40 MG Oral Tablet,RxNorm,198211,S,61083
198335,1836434,1836434,sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet,RxNorm,198335,S,60698
855635,40162312,40162312,diclofenac sodium 0.01 MG/MG Topical Gel [Voltaren],RxNorm,855635,S,60688
208365,19038321,19038321,benzonatate 100 MG Oral Capsule [Tessalon Perles],RxNorm,208365,S,60625
200033,19022781,19022781,carvedilol 25 MG Oral Tablet,RxNorm,200033,S,60456
904475,40175400,40175400,pravastatin sodium 40 MG Oral Tablet,RxNorm,904475,S,60361
857120,40162553,40162553,acetaminophen 500 MG / hydrocodone bitartrate 7.5 MG Oral Tablet [Lortab],RxNorm,857120,S,60268
1049214,40231916,40231916,acetaminophen 325 MG / oxycodone hydrochloride 10 MG Oral Tablet,RxNorm,1049214,S,59862
106346,19008723,19008723,mupirocin 0.02 MG/MG Topical Ointment,RxNorm,106346,S,59693
237656,1560558,1560558,glucose 700 MG/ML Injectable Solution,RxNorm,237656,S,59573
208161,19037684,19037684,sertraline 50 MG Oral Tablet [Zoloft],RxNorm,208161,S,59572
1659137,46275433,46275433,piperacillin 3000 MG / tazobactam 375 MG Injection,RxNorm,1659137,S,59473
854875,40163493,40163493,zolpidem tartrate 10 MG Oral Tablet [Ambien],RxNorm,854875,S,58836
1020026,40228216,40228216,cetirizine hydrochloride 10 MG Oral Tablet [Zyrtec],RxNorm,1020026,S,58786
617318,1545999,1545999,atorvastatin 20 MG Oral Tablet [Lipitor],RxNorm,617318,S,58676
313324,19137329,19137329,thiamine hydrochloride 100 MG/ML Injectable Solution,RxNorm,313324,S,58524
1728999,35604847,35604847,30 ML morphine sulfate 1 MG/ML Injection,RxNorm,1728999,S,58517
902743,40173473,40173473,24 HR hydromorphone hydrochloride 8 MG Extended Release Oral Tablet [Exalgo],RxNorm,902743,S,58181
1868486,1593966,1593966,50 ML sodium bicarbonate 84 MG/ML Injection,RxNorm,1868486,S,57621
207290,19035115,19035115,metronidazole 500 MG Oral Tablet [Flagyl],RxNorm,207290,S,57413
313413,778479,778479,tizanidine 4 MG Oral Tablet,RxNorm,313413,S,57271
197391,715235,715235,baclofen 10 MG Oral Tablet,RxNorm,197391,S,56849
237420,19056978,19056978,calcium carbonate 1500 MG Oral Tablet,RxNorm,237420,S,56756
1100741,36029350,19036781,calcium chloride,RxNorm,1901,S,56672
877408,40168350,40168350,ergocalciferol 0.2 MG/ML Oral Solution [Calcidol],RxNorm,877408,S,56627
1304558,36029520,19008339,vitamin A,RxNorm,11246,S,56623
860975,40163924,40163924,24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet,RxNorm,860975,S,56566
197319,1167323,1167323,allopurinol 100 MG Oral Tablet,RxNorm,197319,S,56466
